key,legacy_csv_line,ocr_file,ocr_line,old_grammar,ocr_grammar,old_sentence,ocr_sentence,status,changed_fields,audio_action,notes
第13課 - 3,200,Bunpou_p69-p74_visual.md,21,～にかたくない,～にかたくない,諸事情を考えると、今回の決断に至った社長の心情も理解するにかたくない。,諸事情を考えると、今回の決断に至った社長の心情も理解するにかたくない。,corrected,2;5;9;10;12;16;19-opening,keep,
第13課 - 4,201,Bunpou_p69-p74_visual.md,31,～に～ない・～(よ)うにも～ない,～に～ない・～（よ）うにも～ない,野菜をたくさんもらったが、食べきれない。捨てるにも捨てられず困っている。,野菜をたくさんもらったが、食べきれない。捨てるに捨てられず困っている。,corrected,2;3;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 5,202,Bunpou_p69-p74_visual.md,32,～に～ない・～(よ)うにも～ない,～に～ない・～（よ）うにも～ない,子供に大切な書類を汚されて、泣くにも泣けない心境だ。,子供に大切な書類を汚されて、泣くに泣けない心境だ。,corrected,2;3;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 6,203,Bunpou_p69-p74_visual.md,33,～に～ない・～(よ)うにも～ない,～に～ない・～（よ）うにも～ない,彼女はあいさつせずに会社を辞めた。何を言おうにも言えない事情があったのだろうか。,彼女はあいさつもせずに会社を辞めた。何か言うに言えない事情があったのだろうか。,corrected,2;3;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 7,204,Bunpou_p69-p74_visual.md,34,～に～ない・～(よ)うにも～ない,～に～ない・～（よ）うにも～ない,連絡先がわからなくて、連絡しようにも連絡できなかった。,連絡先がわからなくて、連絡しようにも連絡できなかった。,corrected,2;3;5;9;10;12;16;19-opening,keep,
第13課 - 8,205,Bunpou_p69-p74_visual.md,35,～に～ない・～(よ)うにも～ない,～に～ない・～（よ）うにも～ない,当時、子供がおもちゃを欲しがったが、お金がなくて買ってやろうにも買ってやれなかった。,当時、子供がおもちゃを欲しがったが、お金がなくて買ってやろうにも買ってやれなかった。,corrected,2;3;5;9;10;12;16;19-opening,keep,
第13課 - 9,206,Bunpou_p69-p74_visual.md,45,～て(は)いられない,～て(は)いられない,やると決めたら、のんびりしてはいられない。今すぐ準備を始めよう。,やると決めたら、のんびりしてはいられない。今すぐ準備を始めよう。,corrected,2;5;9;10;12;19-opening,keep,
第13課 - 10,207,Bunpou_p69-p74_visual.md,46,～て(は)いられない,～て(は)いられない,あれだけひどいことを言われて、わたしも黙ってはいられなかった。,あれだけひどいことを言われて、わたしも黙っていられなかった。,corrected,2;5;9;10;12;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 11,208,Bunpou_p69-p74_visual.md,47,～て(は)いられない,～て(は)いられない,愚痴を言ったり泣いたりしてはいられない。解決策を考えなくては。,愚痴を言ったり泣いたりしてはいられない。解決策を考えなくては。,corrected,2;5;9;10;12;19-opening,keep,
第13課 - 12,209,Bunpou_p69-p74_visual.md,59,～べくもない,～べくもない,その絵が偽物であることなど、素人のわたしは知るべくもなかった。,その絵が偽物であることなど、素人のわたしは知るべくもなかった。,corrected,2;5;9;10;12;16;19-opening,keep,
第13課 - 13,210,Bunpou_p69-p74_visual.md,60,～べくもない,～べくもない,状況から見て、この男が犯人であることは否定すべくもない事実であろう。,状況から見て、この男が犯人であることは否定すべくもない事実であろう。,corrected,2;5;9;10;12;16;19-opening,keep,
第13課 - 14,211,Bunpou_p69-p74_visual.md,61,～べくもない,～べくもない,経験30年のベテランに、初心者のわたしがかなうべくもない。,将棋棋歴30年のベテランに、初心者のわたしがかなうべくもない。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 15,212,Bunpou_p69-p74_visual.md,73,～べからず・～べからざる,～べからず・～べからざる,【工事現場の張り紙】危険。立ち入るべからず。,【工事現場の張り紙】危険。立ち入るべからず。,corrected,2;5;9;10;12;16;19-opening,keep,
第13課 - 16,213,Bunpou_p69-p74_visual.md,74,～べからず・～べからざる,～べからず・～べからざる,「ここで釣りをするべからず」という立札が立っているのに、何人か釣りをする人がいる。,「ここで釣りをするべからず」という立て札が立っているのに、何人か釣りをしている人がいる。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 17,214,Bunpou_p69-p74_visual.md,75,～べからず・～べからざる,～べからず・～べからざる,警察が今回のような事件を起こしたことは、市民にとって許すべからざることである。,警察が今回このような事件を起こしたことは、市民にとって許すべからざることである。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 18,215,Bunpou_p69-p74_visual.md,76,～べからず・～べからざる,～べからず・～べからざる,経営者にとって決断力は欠くべからざるものである。,経営者にとって決断力は欠くべからざるものである。,corrected,9;10;12;16,keep,
第13課 - 19,216,Bunpou_p69-p74_visual.md,86,～まじき,～まじき,その大臣は政治家としてあるまじき発言で、辞任に追い込まれた。,その大臣は政治家にあるまじき発言で、辞任に追い込まれた。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第13課 - 20,217,Bunpou_p69-p74_visual.md,87,～まじき,～まじき,これは、子を持つ親として許すまじき犯罪である。,これは、子を持つ親として許すまじき犯罪である。,corrected,9;10;12;16,keep,
第13課 - 21,218,Bunpou_p69-p74_visual.md,88,～まじき,～まじき,大切な人には悲しい思いをさせるまじきことを言ってしまった。,大切な人にわたしは言うまじきことを言ってしまった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 1,219,Bunpou_p69-p74_visual.md,233,～ときたら,～ときたら,最近の若者ときたら、言葉の使い方を知らない。,最近の若い人ときたら、言葉の使い方を知らない。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 2,220,Bunpou_p69-p74_visual.md,234,～ときたら,～ときたら,うちの父ときたら、何でも母にやってもらっていて、だらしがない。,うちの父ときたら、何でも母にやってもらっていて、だらしがない。,corrected,9;10;12;16,keep,
第14課 - 3,221,Bunpou_p69-p74_visual.md,235,～ときたら,～ときたら,隣のうちの犬ときたら、いつもほえてばかりで、うるさくてしかたがない。,隣のうちの犬ときたら、いつもほえてばかりで、うるさくてしかたがない。,corrected,9;10;12;16,keep,
第14課 - 4,222,Bunpou_p69-p74_visual.md,236,～ときたら,～ときたら,あの店の料理ときたら、高いだけで全然おいしくない。,あの店の料理ときたら、高いだけで全然おいしくない。,corrected,9;10;12;16,keep,
第14課 - 5,223,Bunpou_p69-p74_visual.md,246,～ともなると・～ともなれば,～ともなると・～ともなれば,子供も小さいときは素直だが、中学生ともなると、親の言うことを聞かなくなる。,子供も小さいときは素直だが、中学生ともなると、親の言うことを聞かなくなる。,corrected,9;10;12;16,keep,
第14課 - 6,224,Bunpou_p69-p74_visual.md,247,～ともなると・～ともなれば,～ともなると・～ともなれば,新入社員のころは自分のことで精いっぱいだったが、部長ともなると、部下を育てることを考えなければならない。,新入社員のころは自分のことだけで精いっぱいだったが、部長ともなると、部下を育てることを考えなければならない。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 7,225,Bunpou_p69-p74_visual.md,248,～ともなると・～ともなれば,～ともなると・～ともなれば,人間50歳ともなれば、親の介護や自分の老後のことを考え始める。,人間50歳ともなれば、親の介護や自分の老後のことを考え始める。,corrected,9;10;12;16,keep,
第14課 - 8,226,Bunpou_p69-p74_visual.md,249,～ともなると・～ともなれば,～ともなると・～ともなれば,普段は静かなこの町も、祭りともなれば、多くの観光客でにぎわう。,普段は静かなこの町も、祭りともなれば、多くの観光客でにぎわう。,corrected,9;10;12;16,keep,
第14課 - 9,227,Bunpou_p69-p74_visual.md,261,～ともあろう,～ともあろう,国会議員ともあろう人が、差別的な発言をするなんて信じられない。,国会議員ともあろう人が、差別的な発言をするなんて信じられない。,corrected,2;5;9;10;12;16;19-opening,keep,
第14課 - 10,228,Bunpou_p69-p74_visual.md,262,～ともあろう,～ともあろう,大学の学長ともあろう方が、そのような無責任なことを言ってどうするんですか。,大学の学長ともあろうお方が、そのような無責任なことを言ってどうするんですか。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 11,229,Bunpou_p69-p74_visual.md,263,～ともあろう,～ともあろう,山田さんともあろう人が、こんな単純なミスをするなんて。どうしたのでしょう。,山田さんともあろう人が、こんな単純なミスをするなんて。どうしたのでしょう。,corrected,2;5;9;10;12;16;19-opening,keep,
第14課 - 12,230,Bunpou_p69-p74_visual.md,264,～ともあろう,～ともあろう,学会の会長ともあろう人は、最新の研究テーマについてしっかり把握しておくべきだ。,学会の会長ともあろう人は、最新の研究テーマについてしっかり把握しておくべきだ。,corrected,2;5;9;10;12;16;19-opening,keep,
第14課 - 13,231,Bunpou_p69-p74_visual.md,274,～たるもの(は),～たるもの(は),経営者たるものは、一般的な法律や年金制度について知っておかなければならない。,経営者たるものは、一般的な法律や年金制度について知っておかなければならない。,corrected,9;10;12;16,keep,
第14課 - 14,232,Bunpou_p69-p74_visual.md,275,～たるもの(は),～たるもの(は),社会人たるもの、あいさつや時間を守ることなど、できて当然だろう。,社会人たるもの、あいさつや時間を守ることなど、できて当然だろう。,corrected,9;10;12;16,keep,
第14課 - 15,233,Bunpou_p69-p74_visual.md,276,～たるもの(は),～たるもの(は),紳士たるもの、強く優しくなければならない。,紳士たるもの、強く優しくなければならない。,corrected,9;10;12;16,keep,
第14課 - 16,234,Bunpou_p69-p74_visual.md,286,～なりに,～なりに,あの子も子供なりに親のことを心配して気を遣っているのだ。,あの子も子供なりに親のことを心配して気を遣っているのだ。,corrected,9;10;12;16,keep,
第14課 - 17,235,Bunpou_p69-p74_visual.md,287,～なりに,～なりに,彼は経営を立て直そうとした努力は努力なりには成功したが、不運が重なりうまくいかなかった。,店の経営を立て直そうとわたしなりに努力はしたが、不運が重なりうまくいかなかった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 18,236,Bunpou_p69-p74_visual.md,288,～なりに,～なりに,彼も経験が浅いなりに一生懸命仕事をしている。,彼は経験が浅いなりに一生懸命仕事をしている。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 19,237,Bunpou_p69-p74_visual.md,289,～なりに,～なりに,字は下手でも、下手なりに丁重に書けば、読者には気持ちが伝わる。,字は下手でも、下手なりに丁寧に書けば、読む人に気持ちが伝わるものだ。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第14課 - 20,238,Bunpou_p69-p74_visual.md,290,～なりに,～なりに,少し傷があっても、この作家の作った皿なりの価値は十分ある。,少し傷があっても、この作家の作った皿ならそれなりの価値は十分ある。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第15課 - 1,239,Bunpou_p75-p89_visual.md,129,～にひきかえ,～にひきかえ,姉がきれい好きなのにひきかえ、妹はいつも部屋を散らかしている。困ったものだ。,姉がきれい好きなのにひきかえ、妹はいつも部屋を散らかしている。困ったものだ。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 2,240,Bunpou_p75-p89_visual.md,130,～にひきかえ,～にひきかえ,前日までのひどい天気にひきかえ、運動会の当日は気持ちよく晴れて良かった。,前日までのひどい天気にひきかえ、運動会の当日は気持ちよく晴れて良かった。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 3,241,Bunpou_p75-p89_visual.md,131,～にひきかえ,～にひきかえ,田中さんの住んでいるマンションは新しくて広い。それにひきかえ、わたしのところは古くて狭いし、駅からも遠い。,田中さんの住んでいるマンションは新しくて広い。それにひきかえ、わたしのところは古くて狭いし、駅からも遠い。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 4,242,Bunpou_p75-p89_visual.md,141,～にもまして,～にもまして,去年は猛暑で連日気温が33度を超えたが、今年は去年にもまして暑さが厳しい。,去年は猛暑で連日気温が33度を超えたが、今年は去年にもまして暑さが厳しい。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 5,243,Bunpou_p75-p89_visual.md,142,～にもまして,～にもまして,自分の仕事のことにもまして気になるのは、父の病気のことだ。,自分の仕事のことにもまして気になるのは、父の病気のことだ。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 6,244,Bunpou_p75-p89_visual.md,143,～にもまして,～にもまして,もともと覚えるのは得意ではなかったが、最近は以前にもまして物忘れが悪くなった。,もともと覚えるのは得意ではなかったが、最近は以前にもまして物覚えが悪くなった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第15課 - 7,245,Bunpou_p75-p89_visual.md,144,～にもまして,～にもまして,結婚式の日の彼女は、いつにもまして美しかった。,結婚式の日の彼女は、いつにもまして美しかった。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 8,246,Bunpou_p75-p89_visual.md,156,～ないまでも,～ないまでも,プロにはなれないまでも、演劇はずっと続けていくつもりだ。,プロにはなれないまでも、演劇はずっと続けていくつもりだ。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 9,247,Bunpou_p75-p89_visual.md,157,～ないまでも,～ないまでも,わたしたち夫婦は海外旅行などのぜいたくはできないまでも、不自由のない暮らしをしています。,わたしたち夫婦は海外旅行などのぜいたくはできないまでも、不自由のない暮らしをしています。,corrected,2;5;9;10;12;16;19-opening,keep,
第15課 - 10,248,Bunpou_p75-p89_visual.md,158,～ないまでも,～ないまでも,明日はハイキングだ。快晴とはいかないまでも、雨は降らないでほしい。,あしたはハイキングだ。快晴とはいかないまでも、雨は降らないでほしい。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第15課 - 11,249,Bunpou_p75-p89_visual.md,159,～ないまでも,～ないまでも,海遊とは言わないまでも、せめて月に1回は外食したい。,毎週とは言わないまでも、せめて月に1回は外食したい。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 1,250,Bunpou_p75-p89_visual.md,255,～に至って・～に至っても,～に至って・～に至っても,死者が出るに至って、国は初めて病気の感染拡大の深刻さに気がついたのだ。,死者が出るに至って、国は初めて病気の感染拡大の深刻さに気がついたのだ。,corrected,2;5;9;10;12;16;19-opening,keep,
第16課 - 2,251,Bunpou_p75-p89_visual.md,256,～に至って・～に至っても,～に至って・～に至っても,病気の牛20万頭が処分されるに至って、経済的混乱がマスコミに取り上げられるようになった。,病気の牛20万頭が処分されるに至って、経済的混乱がマスコミに取り上げられるようになった。,corrected,2;5;9;10;12;16;19-opening,keep,
第16課 - 3,252,Bunpou_p75-p89_visual.md,257,～に至って・～に至っても,～に至って・～に至っても,ひどい症状が出るに至っても、彼は病院へ行こうとしなかった。,ひどい症状が出るに至っても、彼は病院へ行こうとしなかった。,corrected,2;5;9;10;12;16;19-opening,keep,
第16課 - 4,253,Bunpou_p75-p89_visual.md,258,～に至って・～に至っても,～に至って・～に至っても,大切な情報がインターネットで流れるという事態に至っても、ことの重大さを認識できない人たちがいる。,大切な情報がインターネットで流れるという事態に至っても、ことの重大さを認識できない人たちがいる。,corrected,2;5;9;10;12;16;19-opening,keep,
第16課 - 5,254,Bunpou_p75-p89_visual.md,268,～に至っては,～に至っては,デパートの閉店が相次いでいる。Aデパートに至ってはすでに三つの支店が閉店した。,デパートの閉店が相次いでいる。Aデパートに至ってはすでに三つの支店が閉店した。,corrected,2;5;9;10;12;16;19-opening,keep,
第16課 - 6,255,Bunpou_p75-p89_visual.md,269,～に至っては,～に至っては,毎年この地方は洪水の被害を受ける。某県に至っては今年もう3回目だ。,毎年この地方は洪水の被害を受ける。長崎県に至っては今年もう3回目だ。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 7,256,Bunpou_p75-p89_visual.md,270,～に至っては,～に至っては,わたしは理数系の科目が得意だったが、物理に至っては全く理解できなかった。,わたしは理数系の科目が不得意だった。物理に至っては全く理解できなかった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 8,257,Bunpou_p75-p89_visual.md,282,～始末だ,～始末だ,おいは遊んでばかりでまじめに働きもせず、とうとう会社を辞めてしまう始末だ。,おいは遊んでばかりいてまじめに働きもせず、とうとう会社を辞めてしまう始末だ。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 9,258,Bunpou_p75-p89_visual.md,283,～始末だ,～始末だ,田中さんはお酒を飲んで大声でしゃべり続けた後で、ついに泣き出す始末だ。,田中さんはお酒を飲んで大きな声でしゃべり続けた後で、ついに泣き出す始末だった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 10,259,Bunpou_p75-p89_visual.md,284,～始末だ,～始末だ,兄は借金を返すため、とうとう家にあるものをお金に換えて、父の時計まで売ってしまう始末だ。,兄は借金を返すためと言って家にあるものをお金に換え、父の時計まで売ってしまう始末だ。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 11,260,Bunpou_p75-p89_visual.md,294,～っぱなしだ,～っぱなしだ,昨日は電気をつけっぱなしで寝てしまった。,昨日は電気をつけっぱなしで寝てしまった。,corrected,2;5;9;10;12;19-opening,keep,
第16課 - 12,261,Bunpou_p75-p89_visual.md,295,～っぱなしだ,～っぱなしだ,友達は半年も本を借りっぱなしになっている。,友達に半年も本を借りっぱなしになっている。,corrected,2;5;9;10;12;19-opening,review_or_rerecord,translation and generated analysis require review
第16課 - 13,262,Bunpou_p75-p89_visual.md,296,～っぱなしだ,～っぱなしだ,一日立ちっぱなしの仕事なので、足が疲れる。,一日立ちっぱなしの仕事なので、足が疲れる。,corrected,2;5;9;10;12;19-opening,keep,
第16課 - 14,263,Bunpou_p75-p89_visual.md,297,～っぱなしだ,～っぱなしだ,相手も悪いのに、わたしだけ言われっぱなしで何も言い返せなかった。,相手も悪いのに、わたしだけ言われっぱなしで何も言い返せなかった。,corrected,2;5;9;10;12;19-opening,keep,
第17課 - 1,264,Bunpou_p75-p89_visual.md,485,～たりとも…ない,～たりとも…ない,あなたのことは1日たりとも忘れたことはありません。,あなたのことは1日たりとも忘れたことはありません。,corrected,2;5;9;10;12;16;19-opening,keep,
第17課 - 2,265,Bunpou_p75-p89_visual.md,486,～たりとも…ない,～たりとも…ない,試合中は一瞬たりとも気を抜いてはいけない。,試合中は一瞬たりとも気を抜いてはいけない。,corrected,2;5;9;10;12;16;19-opening,keep,
第17課 - 3,266,Bunpou_p75-p89_visual.md,487,～たりとも…ない,～たりとも…ない,この部分の設計は1ミリたりとも間違いがないようにお願いします。,この部分の設計は1ミリたりとも間違いがないようにお願いします。,corrected,9;10;12;16,keep,
第17課 - 4,267,Bunpou_p75-p89_visual.md,488,～たりとも…ない,～たりとも…ない,婦人たりともこの神聖な場所に立ち入ることは許されていない。,何人たりともこの神聖な場所に立ち入ることは許されていない。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 5,268,Bunpou_p75-p89_visual.md,498,～すら,～すら,彼のうそには、怒りだけではなく悲しみすら覚えた。,彼のうそには、怒りだけではなく悲しみすら覚えた。,corrected,9;10;12;16,keep,
第17課 - 6,269,Bunpou_p75-p89_visual.md,499,～すら,～すら,バスは雨の日などにはたびたび遅れる。30分すら待たされることもある。,バスは雨の日などにはたびたび遅れる。30分も待たされることすらある。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 7,270,Bunpou_p75-p89_visual.md,500,～すら,～すら,自分が好きな選んだ仕事にすら自信が持てなくなってしまった。,自分が好きで選んだ仕事にすら自信が持てなくなってしまった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 8,271,Bunpou_p75-p89_visual.md,501,～すら,～すら,これは専門家すら直すのが難しい故障だ。素人のわたしには全く手がつけられない。,これは専門家ですら直すのが難しい故障だ。素人のわたしには全く手がつけられない。,corrected,5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 9,272,Bunpou_p75-p89_visual.md,511,～だに,～だに,その病気が広まって100万人もの人が死ぬなど、想像だに恐ろしい。,その病気が広まって100万人もの人が死ぬなど、想像するだに恐ろしい。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 10,273,Bunpou_p75-p89_visual.md,512,～だに,～だに,まさかわたしが歌手としてステージに立つなんて、夢だに思わなかった。,まさかわたしが歌手としてステージに立つなんて、夢にだに思わなかった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 11,274,Bunpou_p75-p89_visual.md,513,～だに,～だに,そのニュースを聞いても、彼女は表情を変えず、動揺だにしなかった。,そのニュースを聞いても、彼女は表情を変えず、微動だにしなかった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 12,275,Bunpou_p75-p89_visual.md,525,～にして,～にして,結婚してすぐ子供に恵まれなかったが、8年目にしてようやく授かった。,結婚してすぐに子供が欲しかったが、8年目にしてようやく授かった。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 13,276,Bunpou_p75-p89_visual.md,526,～にして,～にして,プロの職人にして失敗をするのだから、君がうまくいかなくてもしかたがないだろう。,プロの職人にして失敗をするのだ。君がうまくいかなくてもしょうがないだろう。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 14,277,Bunpou_p75-p89_visual.md,527,～にして,～にして,この曲はベートーベンのような大天才にして初めて作れる作品だ。,この曲はベートーベンのような天才にしてはじめて書ける作品だ。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 15,278,Bunpou_p75-p89_visual.md,528,～にして,～にして,やれやれ、この父にしてこの子ありだ。二人ともとてもよく食べる。,やれやれ、この父にしてこの息子あり。二人ともとてもよく食べる。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 16,279,Bunpou_p75-p89_visual.md,538,～あっての,～あっての,結婚は、相手あってのことだから、相手がいなければどうしようもない。,結婚は、相手あってのことだから、相手がいなければどうしようもない。,corrected,2;5;9;10;12;16;19-opening,keep,
第17課 - 17,280,Bunpou_p75-p89_visual.md,539,～あっての,～あっての,海あっての漁業なのだから、海を汚してはいけない。,海あっての漁業なのだから、海を汚してはいけない。,corrected,2;5;9;10;12;16;19-opening,keep,
第17課 - 18,281,Bunpou_p75-p89_visual.md,540,～あっての,～あっての,読者あっての雑誌なので、読者が読みたいと思うものを提供したい。,読者あっての雑誌なので、読者が読みたいと思うものを提供したい。,corrected,2;5;9;10;12;16;19-opening,keep,
第17課 - 19,282,Bunpou_p75-p89_visual.md,550,～からある・～からする・～からの,～からある・～からする・～からの,2トンからあるこの岩を、昔の人はどうやって運んだんだろう。,2トンからあるこの岩を、昔の人はどうやって運んだんだろう。,corrected,9;10;12;16,keep,
第17課 - 20,283,Bunpou_p75-p89_visual.md,551,～からある・～からする・～からの,～からある・～からする・～からの,彼女は10万円からする服を、値段を見ないで買った。,彼女は10万円からする服を、値段も見ないで何着も買った。,corrected,2;5;9;10;12;16;19-opening,review_or_rerecord,translation and generated analysis require review
第17課 - 21,284,Bunpou_p75-p89_visual.md,552,～からある・～からする・～からの,～からある・～からする・～からの,そのデモには10万人からの人々が参加したそうだ。,そのデモには10万人からの人々が参加したそうだ。,corrected,9;10;12;16,keep,
第18課 - 1,285,Bunpou_p90-p94_visual.md,,～までもない,～までもない,このぐらいの雨なら、傘を【…】。,このぐらいの雨なら、傘を{{c1::さすまでもない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 2,286,Bunpou_p90-p94_visual.md,,～までもない,～までもない,確認する【…】ことですが、あの集合場所は駅前の広場です。,{{c1::確認するまでもない}}ことですが、あしたの集合場所は駅前の広場です。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 3,287,Bunpou_p90-p94_visual.md,,～までもない,～までもない,予約したホテルは駅を降りたらすぐそこだ。【…】。,予約したホテルは駅を降りたら{{c1::探すまでもなく}}目の前にあった。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 4,288,Bunpou_p90-p94_visual.md,,～までもない,～までもない,言う【…】、学生にとっては勉強が一番大切だ。,{{c1::言うまでもなく}}、学生にとっては勉強が一番大切だ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 5,289,Bunpou_p90-p94_visual.md,,～までだ・～までのことだ,～までだ・～までのことだ,その日に全部作業が終わらなければ、次の日に続きを【…】。,その日に全部作業が終わらなければ、次の日に続きを{{c1::やるまでだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 6,290,Bunpou_p90-p94_visual.md,,～までだ・～までのことだ,～までだ・～までのことだ,だれも協力してくれないのなら、一人で【…】。,だれも協力してくれないのなら、一人で{{c1::やってみるまでだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 7,291,Bunpou_p90-p94_visual.md,,～までだ・～までのことだ,～までだ・～までのことだ,こちら側の言い分が通らない場合は、この計画を【…】。,こちら側の言い分が通らなかった場合は、この計画を{{c1::取りやめるまでのことだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 8,292,Bunpou_p90-p94_visual.md,,～までだ・～までのことだ,～までだ・～までのことだ,お褒めの言葉をいただきましたが、わたしはただ自分のすべきことを【…】。,お褒めの言葉をいただきましたが、わたしは{{c1::ただ自分のするべきことをしたまでです}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 9,293,Bunpou_p90-p94_visual.md,,～までだ・～までのことだ,～までだ・～までのことだ,先のメールは、あなたの発言が気になったから一言【…】、他意はありません。,先日のメールは、あなたの発言が気になったから一言書き添えた{{c1::までで}}、他意はありません。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 10,294,Bunpou_p90-p94_visual.md,,～までだ・～までのことだ,～までだ・～までのことだ,一番活躍したのはなんといっても中村さんです。わたしは【…】。,一番活躍したのはなんといっても中村さんです。わたしは{{c1::お手伝いをしたまでのことです}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 11,295,Bunpou_p90-p94_visual.md,,～ばそれまでだ,～ばそれまでだ,人間、【…】。生きているうちにやりたいことをやろう。,人間、死んでしまえば{{c1::それまでだ}}。生きているうちにやりたいことをやろう。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 12,296,Bunpou_p90-p94_visual.md,,～ばそれまでだ,～ばそれまでだ,いくら練習の時に上手にできても、本番で【…】。,いくら練習の時上手にできても、本番でうまくいかなければ{{c1::それまでだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 13,297,Bunpou_p90-p94_visual.md,,～ばそれまでだ,～ばそれまでだ,どんなに立派なホールを作っても、【…】。,どんなに立派なホールを作っても、十分に活用されなければ{{c1::それまでだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 14,298,Bunpou_p90-p94_visual.md,,～ばそれまでだ,～ばそれまでだ,好みの問題と【…】が、わたしはこのレストランの内装はなんとなく好きになれない。,好みの問題と言われれば{{c1::それまでだ}}が、わたしはこのレストランの内装はなんとなく好きになれない。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
